ind_id,ind_definition,reportyear,race_eth_code,race_eth_name,geotype,geotypevalue,geoname,county_name,county_fips,region_name,region_code,mode,ratio_type,numerator,denominator,ratio,LL95CI,UL95CI,ratio_se,ratio_rse,CA_decile,CA_RR,groupquarters,version
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06053,Monterey,Monterey,06053,Monterey Bay,04,Vehicle,Miles Per Square Mile,3686923836.0578437,3280.5949999999998,1123858.2745075,NA,NA,NA,NA,,0.5409258,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06055,Napa,Napa,06055,Bay Area,01,Vehicle,Miles Per Capita,1148243539.2330635,129249,8883.9645894999994,NA,NA,NA,NA,,0.9707882,5210,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06055,Napa,Napa,06055,Bay Area,01,Vehicle,Miles Per Square Mile,1148243539.2330635,748.36199999999997,1534342.3894225999,NA,NA,NA,NA,,0.7384965,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06057,Nevada,Nevada,06057,Northeast Sierra,06,Vehicle,Miles Per Capita,1100929007.4935412,95909,11478.8915273,NA,NA,NA,NA,,1.2543468,997,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06057,Nevada,Nevada,06057,Northeast Sierra,06,Vehicle,Miles Per Square Mile,1100929007.4935412,957.77200000000005,1149468.7749208999,NA,NA,NA,NA,,0.5532524,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06059,Orange,Orange,06059,Southern California,14,Vehicle,Miles Per Capita,25968958306.608948,2937627,8840.1142509000001,NA,NA,NA,NA,,0.9659965,42179,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06059,Orange,Orange,06059,Southern California,14,Vehicle,Miles Per Square Mile,25968958306.608948,790.56799999999998,32848481.479909301,NA,NA,NA,NA,,15.810349199999999,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06061,Placer,Placer,06061,Sacramento Area,08,Vehicle,Miles Per Capita,3429857068.4999027,290208,11818.616538800001,NA,NA,NA,NA,,1.2914699,3142,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06061,Placer,Placer,06061,Sacramento Area,08,Vehicle,Miles Per Square Mile,3429857068.4999027,1407.009,2437693.7663511001,NA,NA,NA,NA,,1.1732898,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06063,Plumas,Plumas,06063,Northeast Sierra,06,Vehicle,Miles Per Capita,349038872.58863819,20773,16802.525999500001,NA,NA,NA,NA,,1.8360827,217,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06063,Plumas,Plumas,06063,Northeast Sierra,06,Vehicle,Miles Per Square Mile,349038872.58863819,2553.0430000000001,136714.8428713,NA,NA,NA,NA,,0.0658024,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06065,Riverside,Riverside,06065,Southern California,14,Vehicle,Miles Per Capita,16680791589.11632,1772352,9411.6696847999992,NA,NA,NA,NA,,1.0284527,35843,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06065,Riverside,Riverside,06065,Southern California,14,Vehicle,Miles Per Square Mile,16680791589.11632,7206.48,2314693.3855524999,NA,NA,NA,NA,,1.1140884,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06067,Sacramento,Sacramento,06067,Sacramento Area,08,Vehicle,Miles Per Capita,11395840455.079582,1319550,8636.1566103000005,NA,NA,NA,NA,,0.9437092,24938,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06067,Sacramento,Sacramento,06067,Sacramento Area,08,Vehicle,Miles Per Square Mile,11395840455.079582,964.64400000000001,11813519.2413777,NA,NA,NA,NA,,5.6859817,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06069,San Benito,San Benito,06069,Monterey Bay,04,Vehicle,Miles Per Capita,546875521.44434571,55352,9879.9595578000008,NA,NA,NA,NA,,1.0796247,436,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06069,San Benito,San Benito,06069,Monterey Bay,04,Vehicle,Miles Per Square Mile,546875521.44434571,1388.71,393801.0970212,NA,NA,NA,NA,,0.189541,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06071,San Bernardino,San Bernardino,06071,Southern California,14,Vehicle,Miles Per Capita,20108875730.500183,1850221,10868.364228099999,NA,NA,NA,NA,,1.1876319,44736,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06071,San Bernardino,San Bernardino,06071,Southern California,14,Vehicle,Miles Per Square Mile,20108875730.500183,20056.937999999998,1002589.5144364,NA,NA,NA,NA,,0.4825578,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06073,San Diego,San Diego,06073,San Diego,09,Vehicle,Miles Per Capita,28364908737.570827,2940460,9646.4188384000008,NA,NA,NA,NA,,1.0541048,96680,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06073,San Diego,San Diego,06073,San Diego,09,Vehicle,Miles Per Square Mile,28364908737.570827,4206.63,6742905.5413883999,NA,NA,NA,NA,,3.2454374,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06075,San Francisco,San Francisco,06075,Bay Area,01,Vehicle,Miles Per Capita,3627526720.9475541,781954,4639.0538586000002,NA,NA,NA,NA,,0.5069289,20772,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06075,San Francisco,San Francisco,06075,Bay Area,01,Vehicle,Miles Per Square Mile,3627526720.9475541,46.872999999999998,77390538.709866107,NA,NA,NA,NA,,37.248950000000001,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06077,San Joaquin,San Joaquin,06077,San Joaquin Valley,10,Vehicle,Miles Per Capita,6524843388.5596771,621041,10506.3005318,NA,NA,NA,NA,,1.1480677,16963,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06077,San Joaquin,San Joaquin,06077,San Joaquin Valley,10,Vehicle,Miles Per Square Mile,6524843388.5596771,1391.3219999999999,4689671.6853178004,NA,NA,NA,NA,,2.2571925,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06079,San Luis Obispo,San Luis Obispo,06079,San Luis Obispo,11,Vehicle,Miles Per Capita,2870913726.3365903,255814,11222.6607079,NA,NA,NA,NA,,1.2263473,16188,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06079,San Luis Obispo,San Luis Obispo,06079,San Luis Obispo,11,Vehicle,Miles Per Square Mile,2870913726.3365903,3298.567,870351.80014129996,NA,NA,NA,NA,,0.4189103,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06081,San Mateo,San Mateo,06081,Bay Area,01,Vehicle,Miles Per Capita,7016405128.6409225,703134,9978.7595658999999,NA,NA,NA,NA,,1.090421,9868,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06081,San Mateo,San Mateo,06081,Bay Area,01,Vehicle,Miles Per Square Mile,7016405128.6409225,448.40800000000002,15647368.308863601,NA,NA,NA,NA,,7.531257,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06083,Santa Barbara,Santa Barbara,06083,Santa Barbara,12,Vehicle,Miles Per Capita,3736770286.8558183,409093,9134.2806815000004,NA,NA,NA,NA,,0.9981413,17010,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06083,Santa Barbara,Santa Barbara,06083,Santa Barbara,12,Vehicle,Miles Per Square Mile,3736770286.8558183,2735.085,1366235.5235233,NA,NA,NA,NA,,0.6575848,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06085,Santa Clara,Santa Clara,06085,Bay Area,01,Vehicle,Miles Per Capita,15407934137.657515,1694677,9091.9591978999997,NA,NA,NA,NA,,0.9935166,29598,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06085,Santa Clara,Santa Clara,06085,Bay Area,01,Vehicle,Miles Per Square Mile,15407934137.657515,1290.0999999999999,11943209.160264701,NA,NA,NA,NA,,5.748403,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06087,Santa Cruz,Santa Cruz,06087,Monterey Bay,04,Vehicle,Miles Per Capita,2068648020.3517427,255177,8106.7181616999997,NA,NA,NA,NA,,0.8858552,10071,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06087,Santa Cruz,Santa Cruz,06087,Monterey Bay,04,Vehicle,Miles Per Square Mile,2068648020.3517427,445.17,4646872.0272070002,NA,NA,NA,NA,,2.2365926,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06089,Shasta,Shasta,06089,Shasta,13,Vehicle,Miles Per Capita,2113230076.1808834,171756,12303.6754243,NA,NA,NA,NA,,1.3444744,3092,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06089,Shasta,Shasta,06089,Shasta,13,Vehicle,Miles Per Square Mile,2113230076.1808834,3775.402,559736.44029980002,NA,NA,NA,NA,,0.2694075,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06091,Sierra,Sierra,06091,Northeast Sierra,06,Vehicle,Miles Per Capita,114576852.24142841,3531,32448.839490599999,NA,NA,NA,NA,,3.5458212,35,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06091,Sierra,Sierra,06091,Northeast Sierra,06,Vehicle,Miles Per Square Mile,114576852.24142841,953.21400000000006,120200.5554277,NA,NA,NA,NA,,0.0578539,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06093,Siskiyou,Siskiyou,06093,Northeast Sierra,06,Vehicle,Miles Per Capita,971961852.41669214,44591,21797.2651974,NA,NA,NA,NA,,2.3818789,652,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06093,Siskiyou,Siskiyou,06093,Northeast Sierra,06,Vehicle,Miles Per Square Mile,971961852.41669214,6277.8869999999997,154823.08815319999,NA,NA,NA,NA,,0.0745181,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06095,Solano,Solano,06095,Bay Area,01,Vehicle,Miles Per Capita,4710543186.445405,409023,11516.572873499999,NA,NA,NA,NA,,1.2584644,15363,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06095,Solano,Solano,06095,Bay Area,01,Vehicle,Miles Per Square Mile,4710543186.445405,821.76499999999999,5732226.5933026997,NA,NA,NA,NA,,2.7589861,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06097,Sonoma,Sonoma,06097,Bay Area,01,Vehicle,Miles Per Capita,3831976004.3984766,468121,8185.8664841,NA,NA,NA,NA,,0.8945041,11183,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06097,Sonoma,Sonoma,06097,Bay Area,01,Vehicle,Miles Per Square Mile,3831976004.3984766,1575.8489999999999,2431689.8410942,NA,NA,NA,NA,,1.1704001,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06099,Stanislaus,Stanislaus,06099,San Joaquin Valley,10,Vehicle,Miles Per Capita,3805095702.8092914,482461,7886.8461964999997,NA,NA,NA,NA,,0.8618289,7005,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06099,Stanislaus,Stanislaus,06099,San Joaquin Valley,10,Vehicle,Miles Per Square Mile,3805095702.8092914,1494.827,2545509.0808564001,NA,NA,NA,NA,,1.2251826,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06101,Sutter,Sutter,06101,Sacramento Area,08,Vehicle,Miles Per Capita,823961800.30290222,84058,9802.3007959000006,NA,NA,NA,NA,,1.0711386,1289,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06101,Sutter,Sutter,06101,Sacramento Area,08,Vehicle,Miles Per Square Mile,823961800.30290222,602.41,1367775.7678374001,NA,NA,NA,NA,,0.6583261,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06103,Tehama,Tehama,06103,Northern Sacramento Valley,07,Vehicle,Miles Per Capita,908243121.95436776,58400,15552.108252599999,NA,NA,NA,NA,,1.6994443,975,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06103,Tehama,Tehama,06103,Northern Sacramento Valley,07,Vehicle,Miles Per Square Mile,908243121.95436776,2949.7089999999998,307909.39782680001,NA,NA,NA,NA,,0.1482003,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06105,Trinity,Trinity,06105,North Coast,05,Vehicle,Miles Per Capita,176485724.20520151,13363,13207.0436433,NA,NA,NA,NA,,1.4431892,303,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06105,Trinity,Trinity,06105,North Coast,05,Vehicle,Miles Per Square Mile,176485724.20520151,3179.2539999999999,55511.677961300004,NA,NA,NA,NA,,0.0267184,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06107,Tulare,Tulare,06107,San Joaquin Valley,10,Vehicle,Miles Per Capita,3474650735.5660024,390448,8899.1382606000006,NA,NA,NA,NA,,0.9724463,5702,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06107,Tulare,Tulare,06107,San Joaquin Valley,10,Vehicle,Miles Per Square Mile,3474650735.5660024,4824.2150000000001,720252.04837800004,NA,NA,NA,NA,,0.3466655,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06109,Tuolumne,Tuolumne,06109,Central/Southeast Sierra,03,Vehicle,Miles Per Capita,600102414.46048582,56292,10660.5275076,NA,NA,NA,NA,,1.1649207,4903,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06109,Tuolumne,Tuolumne,06109,Central/Southeast Sierra,03,Vehicle,Miles Per Square Mile,600102414.46048582,2220.884,270208.80625030003,NA,NA,NA,NA,,0.1300546,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06111,Ventura,Ventura,06111,Southern California,14,Vehicle,Miles Per Capita,6913539560.6810255,788423,8768.8202407999997,NA,NA,NA,NA,,0.9582059,11865,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06111,Ventura,Ventura,06111,Southern California,14,Vehicle,Miles Per Square Mile,6913539560.6810255,1843.133,3750971.6122933002,NA,NA,NA,NA,,1.8053855,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06113,Yolo,Yolo,06113,Sacramento Area,08,Vehicle,Miles Per Capita,2094274911.0770226,182407,11481.3297246,NA,NA,NA,NA,,1.2546132,7737,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06113,Yolo,Yolo,06113,Sacramento Area,08,Vehicle,Miles Per Square Mile,2094274911.0770226,1014.689,2063957.4402373999,NA,NA,NA,NA,,0.9934063,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06115,Yuba,Yuba,06115,Sacramento Area,08,Vehicle,Miles Per Capita,658219878.60733259,63977,10288.3829909,NA,NA,NA,NA,,1.1242549,1348,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2003,9,Total,CO,06115,Yuba,Yuba,06115,Sacramento Area,08,Vehicle,Miles Per Square Mile,658219878.60733259,631.83900000000006,1041752.5328562,NA,NA,NA,NA,,0.5014074,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06001,Alameda,Alameda,06001,Bay Area,01,Vehicle,Miles Per Capita,14367356871.122114,1464572,9809.9355109000007,NA,NA,NA,NA,,1.0669607,31210,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06001,Alameda,Alameda,06001,Bay Area,01,Vehicle,Miles Per Square Mile,14367356871.122114,739.01700000000005,19441172.356146201,NA,NA,NA,NA,,9.221523400000001,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,Vehicle,Miles Per Capita,61390468.612477899,1247,49230.528157599998,NA,NA,NA,NA,,5.3544734,11,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,Vehicle,Miles Per Square Mile,61390468.612477899,738.33199999999999,83147.5117054,NA,NA,NA,NA,,0.0394393,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,Vehicle,Miles Per Capita,420212673.63279098,37198,11296.646960399999,NA,NA,NA,NA,,1.2286603,4544,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,Vehicle,Miles Per Square Mile,420212673.63279098,594.58299999999997,706735.09608040005,NA,NA,NA,NA,,0.3352254,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06007,Butte,Butte,06007,Butte,02,Vehicle,Miles Per Capita,1820023141.7359579,212187,8577.4488622999997,NA,NA,NA,NA,,0.9329114,5575,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06007,Butte,Butte,06007,Butte,02,Vehicle,Miles Per Square Mile,1820023141.7359579,1636.4639999999999,1112168.1514142,NA,NA,NA,NA,,0.5275343,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,Vehicle,Miles Per Capita,421334543.50568992,43951,9586.4609111000009,NA,NA,NA,NA,,1.0426549,460,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,Vehicle,Miles Per Square Mile,421334543.50568992,1020.0119999999999,413068.22224219999,NA,NA,NA,NA,,0.1959305,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,Vehicle,Miles Per Capita,618934281.2923193,20154,30710.245176799999,NA,NA,NA,NA,,3.3401468,337,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,Vehicle,Miles Per Square Mile,618934281.2923193,1150.731,537861.8298215,NA,NA,NA,NA,,0.2551238,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,Vehicle,Miles Per Capita,8461443553.3281565,997587,8481.9104031000006,NA,NA,NA,NA,,0.9225203,10841,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,Vehicle,Miles Per Square Mile,8461443553.3281565,715.93700000000001,11818698.507449901,NA,NA,NA,NA,,5.6059585,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06015,Del Norte,Del Norte,06015,North Coast,05,Vehicle,Miles Per Capita,271740833.89160842,28140,9656.7460515999992,NA,NA,NA,NA,,1.0502993,3817,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06015,Del Norte,Del Norte,06015,North Coast,05,Vehicle,Miles Per Square Mile,271740833.89160842,1006.373,270019.99645420001,NA,NA,NA,NA,,0.1280785,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,Vehicle,Miles Per Capita,1733527007.9393263,170362,10175.5497584,NA,NA,NA,NA,,1.1067261,1310,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,Vehicle,Miles Per Square Mile,1733527007.9393263,1707.883,1015015.0847215001,NA,NA,NA,NA,,0.4814517,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,Vehicle,Miles Per Capita,7940705306.6562529,859558,9238.1262308000005,NA,NA,NA,NA,,1.0047689,18003,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,Vehicle,Miles Per Square Mile,7940705306.6562529,5957.991,1332782.3601372,NA,NA,NA,NA,,0.6321781,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,Vehicle,Miles Per Capita,507613051.58646178,27302,18592.522583900001,NA,NA,NA,NA,,2.0221836,363,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,Vehicle,Miles Per Square Mile,507613051.58646178,1313.9469999999999,386326.88501630002,NA,NA,NA,NA,,0.1832463,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06023,Humboldt,Humboldt,06023,North Coast,05,Vehicle,Miles Per Capita,1294563384.6418476,131090,9875.3786302999997,NA,NA,NA,NA,,1.0740785,4634,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06023,Humboldt,Humboldt,06023,North Coast,05,Vehicle,Miles Per Square Mile,1294563384.6418476,3567.9870000000001,362827.38267879997,NA,NA,NA,NA,,0.1720998,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06025,Imperial,Imperial,06025,Southern California,14,Vehicle,Miles Per Capita,1838380328.798032,154107,11929.2461004,NA,NA,NA,NA,,1.2974639,11413,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06025,Imperial,Imperial,06025,Southern California,14,Vehicle,Miles Per Square Mile,1838380328.798032,4176.6030000000001,440161.61670090002,NA,NA,NA,NA,,0.2087817,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06027,Inyo,Inyo,06027,Central/Southeast Sierra,03,Vehicle,Miles Per Capita,540752289.91739094,18522,29195.134970200001,NA,NA,NA,NA,,3.1753585,354,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06027,Inyo,Inyo,06027,Central/Southeast Sierra,03,Vehicle,Miles Per Square Mile,540752289.91739094,10180.879000000001,53114.499240899997,NA,NA,NA,NA,,0.0251938,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06029,Kern,Kern,06029,San Joaquin Valley,10,Vehicle,Miles Per Capita,8034332883.5307264,739921,10858.365803299999,NA,NA,NA,NA,,1.1809914,32012,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06029,Kern,Kern,06029,San Joaquin Valley,10,Vehicle,Miles Per Square Mile,8034332883.5307264,8131.9160000000002,987999.98469369998,NA,NA,NA,NA,,0.4686376,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06031,Kings,Kings,06031,San Joaquin Valley,10,Vehicle,Miles Per Capita,1374042700.7038701,142148,9666.2823303999994,NA,NA,NA,NA,,1.0513365,22752,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2006-2010,9,Total,PL,04470,Bayview CDP,Contra Costa,06013,Bay Area,01,Vehicle,Miles Per Square Mile,,0.305,,NA,NA,NA,NA,,,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06031,Kings,Kings,06031,San Joaquin Valley,10,Vehicle,Miles Per Square Mile,1374042700.7038701,1389.42,988932.57668950001,NA,NA,NA,NA,,0.46908,,10/09/2014 11:20:00 AM
39,"Miles traveled by occurrence and mode (vehicle, walk/bike)",2004,9,Total,CO,06033,Lake,Lake,06033,North Coast,05,Vehicle,Miles Per Capita,547692273.95288002,62589,8750.6155068000007,NA,NA,NA,NA,,0.9517456,1157,10/09/2014 11:20:00 AM
